"","Year","County","Acres seeded ","Acres harvested","Yield (bushels/ac)","Production ('000 bushels)","Production ('000 tonnes)"
"453",2013,"Durham","64484.34","64204.09","148.39","9527.12","242"
"454",2013,"Haliburton","0","0","0","0","0"
"455",2013,"Hastings","21280.43","21187.94","139.11","2947.38","74.87"
"456",2013,"Kawartha Lakes","26104.34","25990.89","141.64","3681.32","93.51"
"457",2013,"Muskoka","0","0","0","0","0"
"458",2013,"Northumberland","48697.17","48485.53","147.75","7163.72","181.97"
"459",2013,"Parry Sound","0","0","0","0","0"
"460",2013,"Peterborough","13915.64","13855.17","128.64","1782.28","45.27"
"461",2013,"Prince Edward","16802.31","16729.29","142.74","2387.98","60.66"
"462",2013,"York","38815.78","38647.08","138.28","5344.20","135.75"
"463",2013,"Frontenac","16194.05","16049.95","145.31","2332.29","59.24"
"464",2013,"Lanark","13922.94","13799.05","170.38","2351.02","59.72"
"465",2013,"Leeds and Grenville","31600.38","31319.21","138.25","4329.99","109.99"
"466",2013,"Lennox and Addington","6121.68","6067.21","143.06","867.97","22.05"
"467",2013,"Ottawa","36612.80","36287.03","161.08","5844.98","148.47"
"468",2013,"Prescott and Russell","105003.95","104069.64","154.81","16110.93","409.24"
"469",2013,"Renfrew","25697.11","25468.47","135.58","3453.07","87.71"
"470",2013,"Stormont, Dundas and Glengarry","113247.09","112239.44","153.72","17253.76","438.27"
"471",2013,"Algoma","0","0","0","0","0"
"472",2013,"Cochrane","0","0","0","0","0"
"473",2013,"Greater Sudbury","0","0","0","0","0"
"474",2013,"Kenora","0","0","0","0","0"
"475",2013,"Manitoulin","0","0","0","0","0"
"476",2013,"Nipissing","0","0","0","0","0"
"477",2013,"Rainy River","0","0","0","0","0"
"478",2013,"Sudbury","0","0","0","0","0"
"479",2013,"Thunder Bay","530.05","530.05","127.72","67.70","1.72"
"480",2013,"Timiskaming","816.64","816.64","120.77","98.63","2.51"
"481",2014,"Brant","46180","45850","157.90","7240","183.91"
"482",2014,"Chatham-Kent","132100","131150","176.69","23173","588.63"
"483",2014,"Elgin","104190","103440","171","17688","449.30"
"484",2014,"Essex","46090","45760","185","8466","215.05"
"485",2014,"Haldimand-Norfolk","67460","66970","161","10782","273.88"
"486",2014,"Hamilton","24270","24090","151.89","3659","92.94"
"487",2014,"Lambton","109090","108300","176.79","19146","486.33"
"488",2014,"Middlesex","154360","153240","170.39","26111","663.25"
"489",2014,"Niagara","12140","12050","151.80","1829","46.46"
"490",2014,"Oxford","147920","146850","167","24524","622.94"
"491",2014,"Bruce","46650","46150","142","6553","166.45"
"492",2014,"Dufferin","9410","9310","135.80","1264","32.11"
"493",2014,"Grey","30690","30360","145","4402","111.82"
"494",2014,"Halton","4500","4450","155.82","693","17.60"
"495",2014,"Huron","160950","159220","167.10","26606","675.83"
"496",2014,"Peel","6730","6660","153","1019","25.88"
"497",2014,"Perth","96260","95230","158","15046","382.19"
"498",2014,"Simcoe","56300","55690","149","8298","210.78"
"499",2014,"Waterloo","45530","45040","154.40","6954","176.64"
"500",2014,"Wellington","91970","90980","150.09","13655","346.86"
"501",2014,"Durham","55010","54800","152","8330","211.59"
"502",2014,"Haliburton","0","0","0","0","0"
"503",2014,"Hastings","13660","13600","138","1877","47.68"
"504",2014,"Kawartha Lakes","20020","19900","157.84","3141","79.79"
"505",2014,"Muskoka","0","0","0","0","0"
"506",2014,"Northumberland","37050","36900","150.50","5553","141.05"
"507",2014,"Parry Sound","0","0","0","0","0"
"508",2014,"Peterborough","7700","7700","141.10","1086","27.59"
"509",2014,"Prince Edward","14410","14300","143.86","2057","52.25"
"510",2014,"York","27770","27600","149.40","4123","104.73"
"511",2014,"Frontenac","5960","5900","138","814","20.68"
"512",2014,"Lanark","9170","9100","156.33","1423","36.15"
"513",2014,"Leeds and Grenville","18570","18500","136.81","2531","64.29"
"514",2014,"Lennox and Addington","6310","6300","131.84","831","21.11"
"515",2014,"Ottawa","40510","40300","152","6126","155.61"
"516",2014,"Prescott and Russell","71290","71000","158.45","11250","285.77"
"517",2014,"Renfrew","21130","21000","140.45","2949","74.91"
"518",2014,"Stormont, Dundas and Glengarry","130950","130400","152.39","19872","504.78"
"519",2014,"Algoma","0","0","0","0","0"
"520",2014,"Cochrane","0","0","0","0","0"
"521",2014,"Greater Sudbury","0","0","0","0","0"
"522",2014,"Kenora","0","0","0","0","0"
"523",2014,"Manitoulin","0","0","0","0","0"
"524",2014,"Nipissing","0","0","0","0","0"
"525",2014,"Rainy River","0","0","0","0","0"
"526",2014,"Sudbury","0","0","0","0","0"
"527",2014,"Thunder Bay","0","0","0","0","0"
"528",2014,"Timiskaming","2000","1333.33","74.71","100","2.54"
"529",2015,"Brant","42143.55","42000","159.87","6714","170.54"
"530",2015,"Chatham-Kent","132451.17","131900","192.91","25445","646.34"
"531",2015,"Elgin","122416.99","121900","172.30","21003","533.50"
"532",2015,"Essex","56191.41","56000","188","10528","267.43"
"533",2015,"Haldimand-Norfolk","84287.11","83900","160.97","13506","343.07"
"534",2015,"Hamilton","29099.12","29000","168.36","4882","124.01"
"535",2015,"Lambton","141481.93","140900","175","24658","626.35"
"536",2015,"Middlesex","135461.43","134900","175","23608","599.67"
"537",2015,"Niagara","21071.78","21000","151","3171","80.55"
"538",2015,"Oxford","143488.77","143000","178","25454","646.57"
"539",2015,"Bruce","58198.24","57600","162","9331","237.02"
"540",2015,"Dufferin","16054.69","15900","141.10","2243","56.98"
"541",2015,"Grey","27092.29","26800","151.70","4066","103.28"
"542",2015,"Halton","14047.85","13900","123.30","1714","43.54"
"543",2015,"Huron","193659.67","191900","169.40","32508","825.75"
"544",2015,"Peel","12041.02","11900","153","1821","46.26"
"545",2015,"Perth","117399.90","116300","171.70","19969","507.24"
"546",2015,"Simcoe","62211.91","61600","164.50","10133","257.39"
"547",2015,"Waterloo","43146.97","42700","155.20","6627","168.33"
"548",2015,"Wellington","85290.53","84500","159.50","13478","342.36"
"549",2015,"Durham","48164.06","47800","157.21","7515","190.89"
"550",2015,"Haliburton","0","0","0","0","0"
"551",2015,"Hastings","14047.85","13900","153.35","2132","54.16"
"552",2015,"Kawartha Lakes","13044.43","12900","151.68","1957","49.71"
"553",2015,"Muskoka","0","0","0","0","0"
"554",2015,"Northumberland","37126.46","36900","159.40","5882","149.41"
"555",2015,"Parry Sound","0","0","0","0","0"
"556",2015,"Peterborough","17058.11","16900","141.10","2385","60.58"
"557",2015,"Prince Edward","18061.52","17900","148.12","2651","67.34"
"558",2015,"York","18061.52","17900","152","2721","69.12"
"559",2015,"Frontenac","5017.09","5000","142.20","711","18.06"
"560",2015,"Lanark","12041.02","11900","183.79","2187","55.55"
"561",2015,"Leeds and Grenville","27092.29","26800","155","4154","105.52"
"562",2015,"Lennox and Addington","7023.93","6900","149.65","1033","26.24"
"563",2015,"Ottawa","48164.06","47600","184.70","8792","223.33"
"564",2015,"Prescott and Russell","85290.53","84300","187.50","15806","401.49"
"565",2015,"Renfrew","17058.11","16900","152.40","2576","65.43"
"566",2015,"Stormont, Dundas and Glengarry","129440.92","128000","180.93","23159","588.27"
"567",2015,"Algoma","0","0","0","0","0"
"568",2015,"Cochrane","0","0","0","0","0"
"569",2015,"Greater Sudbury","0","0","0","0","0"
"570",2015,"Kenora","0","0","0","0","0"
"571",2015,"Manitoulin","0","0","0","0","0"
"572",2015,"Nipissing","0","0","0","0","0"
"573",2015,"Rainy River","0","0","0","0","0"
"574",2015,"Sudbury","0","0","0","0","0"
"575",2015,"Thunder Bay","0","0","0","0","0"
"576",2015,"Timiskaming","0","0","0","0","0"
"577",2016,"Brant","57050.15","56953.41","136.32","7763.81","197.21"
"578",2016,"Chatham-Kent","145112.51","142561.91","186.27","26554.45","674.52"
"579",2016,"Elgin","116515.04","115885.32","180.01","20861.05","529.90"
"580",2016,"Essex","60756.34","60663.25","167.02","10132.22","257.37"
"581",2016,"Haldimand-Norfolk","65335.95","65235.85","127.97","8348.46","212.06"
"582",2016,"Hamilton","21272.66","20808.69","148.94","3099.32","78.73"
"583",2016,"Lambton","123259.52","119971.75","179.08","21484.54","545.74"
"584",2016,"Middlesex","165294.56","162841.28","179.39","29212.04","742.03"
"585",2016,"Niagara","20029.09","19998.40","126.89","2537.55","64.46"
"586",2016,"Oxford","134274.17","132780.14","176.45","23429.56","595.14"
"587",2016,"Bruce","51275.45","51242.53","146.97","7531.03","191.30"
"588",2016,"Dufferin","18107.11","18095.49","152.19","2754.04","69.96"
"589",2016,"Grey","23700.18","23570.58","147.34","3472.86","88.22"
"590",2016,"Halton","11315.78","11308.51","138.08","1561.42","39.66"
"591",2016,"Huron","179322.76","177854.91","171.93","30579.30","776.76"
"592",2016,"Peel","9936.49","9791.22","115.01","1126.13","28.61"
"593",2016,"Perth","114259.09","114185.74","176.95","20205.67","513.25"
"594",2016,"Simcoe","77818.30","77213.94","133.59","10315.11","262.02"
"595",2016,"Waterloo","32996.66","32556.47","147.56","4803.89","122.03"
"596",2016,"Wellington","76468.20","76380.60","156.08","11921.54","302.82"
"597",2016,"Durham","69300.33","66702.99","137.84","9194.21","233.55"
"598",2016,"Haliburton","0","0","0","0","0"
"599",2016,"Hastings","11241.96","9964.20","89.45","891.34","22.64"
"600",2016,"Kawartha Lakes","20870.09","20268.83","108.27","2194.47","55.74"
"601",2016,"Muskoka","0","0","0","0","0"
"602",2016,"Northumberland","46566.50","45426.81","114.60","5205.78","132.23"
"603",2016,"Parry Sound","0","0","0","0","0"
"604",2016,"Peterborough","15457.55","15379.68","93.27","1434.41","36.44"
"605",2016,"Prince Edward","14338.84","12646.96","64.56","816.48","20.74"
"606",2016,"York","19224.72","19010.53","132","2509.32","63.74"
"607",2016,"Frontenac","4134.58","4129.02","101.77","420.22","10.67"
"608",2016,"Lanark","6546.41","6529.45","145.69","951.25","24.16"
"609",2016,"Leeds and Grenville","27929.42","27891.86","133.87","3733.96","94.85"
"610",2016,"Lennox and Addington","12421.25","12404.55","80.05","992.94","25.22"
"611",2016,"Ottawa","42239.26","42182.46","152.30","6424.19","163.18"
"612",2016,"Prescott and Russell","70940.70","70367.08","153.70","10815.34","274.72"
"613",2016,"Renfrew","20112.26","20085.22","138.62","2784.15","70.72"
"614",2016,"Stormont, Dundas and Glengarry","137276.13","134910.38","153.94","20767.96","527.53"
"615",2016,"Algoma","0","0","0","0","0"
"616",2016,"Cochrane","0","0","0","0","0"
"617",2016,"Greater Sudbury","0","0","0","0","0"
"618",2016,"Kenora","0","0","0","0","0"
"619",2016,"Manitoulin","0","0","0","0","0"
"620",2016,"Nipissing","0","0","0","0","0"
"621",2016,"Rainy River","0","0","0","0","0"
"622",2016,"Sudbury","0","0","0","0","0"
"623",2016,"Thunder Bay","0","0","0","0","0"
"624",2016,"Timiskaming","2300","2300","74.35","171","4.34"
"625",2017,"Brant","55700","54500","172.10","9379.60","238.25"
"626",2017,"Chatham-Kent","141200","138100","182.41","25190.50","639.87"
"627",2017,"Elgin","107500","105100","180.06","18924.70","480.71"
"628",2017,"Essex","59200","57900","185.53","10742.10","272.86"
"629",2017,"Haldimand-Norfolk","83000","81200","157.82","12815.10","325.52"
"630",2017,"Hamilton","28400","27800","168.79","4692.30","119.19"
"631",2017,"Lambton","139100","136000","184.49","25090","637.32"
"632",2017,"Middlesex","177300","173400","179.23","31079.10","789.45"
"633",2017,"Niagara","19700","19300","173.69","3352.20","85.15"
"634",2017,"Oxford","136200","133300","184.98","24658.40","626.36"
"635",2017,"Bruce","51200","49500","170.79","8454.20","214.75"
"636",2017,"Dufferin","21700","21000","134.35","2821.30","71.66"
"637",2017,"Grey","31700","30600","157.87","4830.70","122.71"
"638",2017,"Halton","7800","7500","142.35","1067.60","27.12"
"639",2017,"Huron","147500","142500","173.50","24724.30","628.03"
"640",2017,"Peel","12900","12500","164.47","2055.90","52.22"
"641",2017,"Perth","125500","121300","168.93","20491.10","520.50"
"642",2017,"Simcoe","80900","78200","157.56","12321.30","312.98"
"643",2017,"Waterloo","38900","37600","173.16","6511","165.39"
"644",2017,"Wellington","86900","84000","170.35","14309.60","363.48"
"645",2017,"Durham","70200","66500","118.88","7905.40","200.81"
"646",2017,"Haliburton","0","0","0","0","0"
"647",2017,"Hastings","15000","14200","126.06","1790.10","45.47"
"648",2017,"Kawartha Lakes","16700","15800","159.23","2515.80","63.90"
"649",2017,"Muskoka","0","0","0","0","0"
"650",2017,"Northumberland","43500","41200","154.39","6361","161.58"
"651",2017,"Parry Sound","300","0","0","46","1.17"
"652",2017,"Peterborough","16300","15400","152.24","2344.50","59.55"
"653",2017,"Prince Edward","9700","9200","131.59","1210.60","30.75"
"654",2017,"York","16500","15600","158.69","2475.60","62.88"
"655",2017,"Frontenac","2000","2000","136.65","273.30","6.94"
"656",2017,"Lanark","14300","14000","152.01","2128.20","54.06"
"657",2017,"Leeds and Grenville","28200","27500","131.45","3614.80","91.82"
"658",2017,"Lennox and Addington","9600","9400","123.21","1158.20","29.42"
"659",2017,"Ottawa","55800","54500","143.38","7814.40","198.50"
"660",2017,"Prescott and Russell","68000","66400","146.46","9724.90","247.03"
"661",2017,"Renfrew","18400","18000","147.34","2652.10","67.37"
"662",2017,"Stormont, Dundas and Glengarry","179900","175700","160.43","28187","715.99"
"663",2017,"Algoma","0","0","0","4","0.10"
"664",2017,"Cochrane","200","188","69.68","13.10","0.33"
"665",2017,"Greater Sudbury","100","94","97.87","9.20","0.23"
"666",2017,"Kenora","0","0","0","0","0"
"667",2017,"Manitoulin","200","188","94.15","17.70","0.45"
"668",2017,"Nipissing","100","94","125.53","11.80","0.30"
"669",2017,"Rainy River","600","564","89.72","50.60","1.29"
"670",2017,"Sudbury","0","0","0","0","0"
"671",2017,"Thunder Bay","200","188","92.02","17.30","0.44"
"672",2017,"Timiskaming","1900","1785","90.36","161.30","4.10"
"673",2018,"Brant","45500","43700","158.51","6927","175.96"
"674",2018,"Chatham-Kent","173500","166500","180.24","30010","762.29"
"675",2018,"Elgin","113200","108600","174.25","18924","480.69"
"676",2018,"Essex","61900","59400","167.04","9922","252.03"
"677",2018,"Haldimand-Norfolk","71100","68200","160.09","10918","277.33"
"678",2018,"Hamilton","29400","28200","120.46","3397","86.29"
"679",2018,"Lambton","125800","120700","178.92","21596","548.57"
"680",2018,"Middlesex","173100","166100","178.25","29608","752.08"
"681",2018,"Niagara","21000","20200","166.98","3373","85.68"
"682",2018,"Oxford","137500","132000","182.19","24049","610.88"
"683",2018,"Bruce","76300","73300","168.25","12333","313.27"
"684",2018,"Dufferin","11800","11300","155.31","1755","44.58"
"685",2018,"Grey","41800","40100","157.98","6335","160.92"
"686",2018,"Halton","10500","10100","172.87","1746","44.35"
"687",2018,"Huron","219900","211200","164.78","34801","883.99"
"688",2018,"Peel","10300","9900","165.66","1640","41.66"
"689",2018,"Perth","112900","108400","171.72","18614","472.82"
"690",2018,"Simcoe","63700","61200","166.23","10173","258.41"
"691",2018,"Waterloo","37800","36300","171.85","6238","158.45"
"692",2018,"Wellington","80800","77600","167.96","13034","331.08"
"693",2018,"Durham","72700","71100","153.31","10900","276.87"
"694",2018,"Haliburton","0","0","0","0","0"
"695",2018,"Hastings","19800","19400","134.02","2600","66.04"
"696",2018,"Kawartha Lakes","24700","24100","145.23","3500","88.90"
"697",2018,"Muskoka","0","0","0","0","0"
"698",2018,"Northumberland","38600","37700","145.89","5500","139.71"
"699",2018,"Parry Sound","0","0","0","0","0"
"700",2018,"Peterborough","12300","12000","133.33","1600","40.64"
"701",2018,"Prince Edward","14100","13800","144.93","2000","50.80"
"702",2018,"York","17900","17500","148.57","2600","66.04"
"703",2018,"Frontenac","7700","7600","139.61","1061","26.95"
"704",2018,"Lanark","14400","14200","161.97","2300","58.42"
"705",2018,"Leeds and Grenville","23100","22700","131.67","2989","75.92"
"706",2018,"Lennox and Addington","5900","5800","143.28","831","21.11"
"707",2018,"Ottawa","63400","62300","164.33","10238","260.06"
"708",2018,"Prescott and Russell","68400","67300","150.51","10129","257.29"
"709",2018,"Renfrew","17800","17500","125.71","2200","55.88"
"710",2018,"Stormont, Dundas and Glengarry","129300","127100","158.78","20181","512.62"
"711",2018,"Algoma","0","0","0","0","0"
"712",2018,"Cochrane","0","0","0","0","0"
"713",2018,"Greater Sudbury","0","0","0","0","0"
"714",2018,"Kenora","0","0","0","0","0"
"715",2018,"Manitoulin","300","300","73.33","22","0.56"
"716",2018,"Nipissing","300","300","120","36","0.91"
"717",2018,"Rainy River","1200","1200","166.67","200","5.08"
"718",2018,"Sudbury","0","0","0","0","0"
"719",2018,"Thunder Bay","300","300","143.30","43","1.09"
"720",2018,"Timiskaming","900","900","111.11","100","2.54"
"721",2019,"Brant","40600","39800","152.09","6053","153.75"
"722",2019,"Chatham-Kent","191400","187800","186.93","35105","891.71"
"723",2019,"Elgin","140400","137800","173.79","23948","608.31"
"724",2019,"Essex","40600","39800","166.88","6642","168.72"
"725",2019,"Haldimand-Norfolk","72300","70900","172.80","12251.52","311.21"
"726",2019,"Hamilton","17200","16900","160","2704","68.69"
"727",2019,"Lambton","96300","94500","151.95","14359.27","364.74"
"728",2019,"Middlesex","207100","203200","175","35560","903.27"
"729",2019,"Niagara","19100","18700","159","2973.30","75.53"
"730",2019,"Oxford","135400","132900","180","23922","607.65"
"731",2019,"Bruce","65800","64200","143.87","9236.39","234.62"
"732",2019,"Dufferin","17100","16700","136.57","2280.79","57.94"
"733",2019,"Grey","50700","49400","129.38","6391.21","162.35"
"734",2019,"Halton","10400","10100","163.67","1653.05","41.99"
"735",2019,"Huron","199200","194300","163.10","31690.33","804.98"
"736",2019,"Peel","12700","12400","150.25","1863.11","47.33"
"737",2019,"Perth","119500","116600","176.10","20533.60","521.58"
"738",2019,"Simcoe","76900","75000","116.51","8738.01","221.96"
"739",2019,"Waterloo","39500","38500","167.10","6433.28","163.41"
"740",2019,"Wellington","89200","87000","152.32","13252.23","336.62"
"741",2019,"Durham","64300","63800","123.82","7900","200.67"
"742",2019,"Haliburton","0","0","0","0","0"
"743",2019,"Hastings","24900","24700","110.64","2732.90","69.42"
"744",2019,"Kawartha Lakes","21900","21700","93.22","2022.79","51.38"
"745",2019,"Muskoka","0","0","0","0","0"
"746",2019,"Northumberland","34400","34100","126.10","4300","109.23"
"747",2019,"Parry Sound","0","0","0","0","0"
"748",2019,"Peterborough","11300","11200","105.50","1181.59","30.01"
"749",2019,"Prince Edward","10500","10400","102.29","1063.87","27.02"
"750",2019,"York","13600","13500","133.33","1800","45.72"
"751",2019,"Frontenac","8400","8000","114.12","913","23.19"
"752",2019,"Lanark","11700","11100","153.69","1706","43.33"
"753",2019,"Leeds and Grenville","26100","24800","145.32","3604","91.55"
"754",2019,"Lennox and Addington","9900","9400","119.47","1123","28.53"
"755",2019,"Ottawa","57300","54300","146.46","7953","202.02"
"756",2019,"Prescott and Russell","80200","76100","144.66","11009","279.64"
"757",2019,"Renfrew","23600","22400","93.14","2086.34","53"
"758",2019,"Stormont, Dundas and Glengarry","141900","134600","153","20593.80","523.11"
"759",2019,"Algoma","0","0","0","0","0"
"760",2019,"Cochrane","0","0","0","0","0"
"761",2019,"Greater Sudbury","0","0","0","0","0"
"762",2019,"Kenora","0","0","0","0","0"
"763",2019,"Manitoulin","0","0","0","0","0"
"764",2019,"Nipissing","0","0","0","0","0"
"765",2019,"Rainy River","2300","2300","116.52","268","6.81"
"766",2019,"Sudbury","0","0","0","0","0"
"767",2019,"Thunder Bay","0","0","0","0","0"
"768",2019,"Timiskaming","200","200","94.64","18.93","0.48"
"769",2020,"Brant","44232","43397","145.17","6300","160.03"
"770",2020,"Chatham-Kent","164290","161189","183.03","29502","749.39"
"771",2020,"Elgin","162452","159386","169.40","27000","685.84"
"772",2020,"Essex","75696","74267","164.89","12246","311.06"
"773",2020,"Haldimand-Norfolk","87455","85804","164.33","14100","358.16"
"774",2020,"Hamilton","29716","29155","150.92","4400","111.77"
"775",2020,"Lambton","108879","106824","178.33","19050","483.90"
"776",2020,"Middlesex","190861","187259","168.16","31490","799.89"
"777",2020,"Niagara","16951","16631","152.37","2534","64.37"
"778",2020,"Oxford","126168","123787","165.57","20496","520.63"
"779",2020,"Bruce","75784","74130","164.04","12160","308.88"
"780",2020,"Dufferin","23349","22839","166.38","3800","96.53"
"781",2020,"Grey","31475","30788","165.65","5100","129.55"
"782",2020,"Halton","11322","11075","162.53","1800","45.72"
"783",2020,"Huron","189722","185581","175.56","32580","827.58"
"784",2020,"Peel","14382","14068","154.61","2175","55.25"
"785",2020,"Perth","114323","111828","175.44","19619","498.35"
"786",2020,"Simcoe","69199","67689","173.46","11741","298.24"
"787",2020,"Waterloo","33371","32643","153.17","5000","127.01"
"788",2020,"Wellington","69373","67859","169.34","11491","291.89"
"789",2020,"Durham","69403","65500","158.78","10400","264.17"
"790",2020,"Haliburton","0","0","0","0","0"
"791",2020,"Hastings","25713","24267","119.50","2900","73.66"
"792",2020,"Kawartha Lakes","22837","21553","155.01","3341","84.87"
"793",2020,"Muskoka","0","0","0","0","0"
"794",2020,"Northumberland","50234","47409","153.98","7300","185.43"
"795",2020,"Parry Sound","0","0","0","0","0"
"796",2020,"Peterborough","16649","15713","143.51","2255","57.28"
"797",2020,"Prince Edward","21315","20116","114.34","2300","58.42"
"798",2020,"York","21449","20243","123.50","2500","63.50"
"799",2020,"Frontenac","8007","7881","122.45","965","24.51"
"800",2020,"Lanark","8494","8360","134.57","1125","28.58"
"801",2020,"Leeds and Grenville","22079","21732","142.65","3100","78.74"
"802",2020,"Lennox and Addington","10437","10273","155.75","1600","40.64"
"803",2020,"Ottawa","64224","63214","136.05","8600","218.45"
"804",2020,"Prescott and Russell","65939","64902","161.78","10500","266.71"
"805",2020,"Renfrew","21086","20754","120.46","2500","63.50"
"806",2020,"Stormont, Dundas and Glengarry","117636","115786","155.46","18000","457.22"
"807",2020,"Algoma","702","658","108.92","71.67","1.82"
"808",2020,"Cochrane","0","0","0","0","0"
"809",2020,"Greater Sudbury","0","0","0","0","0"
"810",2020,"Kenora","0","0","0","0","0"
"811",2020,"Manitoulin","275","258","159.14","41.06","1.04"
"812",2020,"Nipissing","0","0","0","0","0"
"813",2020,"Rainy River","1452","1363","109.58","149.36","3.79"
"814",2020,"Sudbury","0","0","0","0","0"
"815",2020,"Thunder Bay","1022","959","108.32","103.88","2.64"
"816",2020,"Timiskaming","2752","2582","116.09","299.75","7.61"
"817",2021,"Brant","30199","29960","172.33","5163","131.14"
"818",2021,"Chatham-Kent","163073","161781","190.75","30859","783.82"
"819",2021,"Elgin","153110","151897","180.89","27476","697.89"
"820",2021,"Essex","80444","79807","188.86","15072","382.83"
"821",2021,"Haldimand-Norfolk","43048","42707","183.86","7852","199.44"
"822",2021,"Hamilton","14891","14773","172.27","2545","64.64"
"823",2021,"Lambton","93110","92372","188.85","17444","443.08"
"824",2021,"Middlesex","247036","245079","189.69","46488","1180.80"
"825",2021,"Niagara","29912","29675","176.58","5240","133.10"
"826",2021,"Oxford","117277","116348","184.82","21503","546.18"
"827",2021,"Bruce","72533","71857","171.16","12299","312.39"
"828",2021,"Dufferin","26217","25973","165.60","4301","109.25"
"829",2021,"Grey","70404","69748","163.65","11414","289.92"
"830",2021,"Halton","9514","9425","154.06","1452","36.88"
"831",2021,"Huron","167793","166229","177.04","29429","747.50"
"832",2021,"Peel","14864","14725","160.68","2366","60.10"
"833",2021,"Perth","89497","88663","183.80","16296","413.92"
"834",2021,"Simcoe","73595","72909","166.87","12166","309.02"
"835",2021,"Waterloo","47343","46902","173.70","8147","206.93"
"836",2021,"Wellington","82640","81870","173.58","14211","360.96"
"837",2021,"Durham","63793","63348","161.08","10204","259.18"
"838",2021,"Haliburton","0","0","0","0","0"
"839",2021,"Hastings","20249","20108","161.13","3240","82.30"
"840",2021,"Kawartha Lakes","24874","24700","157.41","3888","98.76"
"841",2021,"Muskoka","0","0","0","0","0"
"842",2021,"Northumberland","43415","43112","161.58","6966","176.94"
"843",2021,"Parry Sound","0","0","0","0","0"
"844",2021,"Peterborough","12782","12693","133.38","1693","43"
"845",2021,"Prince Edward","12047","11963","145.62","1742","44.25"
"846",2021,"York","26240","26057","150.40","3919","99.54"
"847",2021,"Frontenac","16276","16166","143.70","2323","59"
"848",2021,"Lanark","9749","9683","168.23","1629","41.38"
"849",2021,"Leeds and Grenville","24264","24100","156.64","3775","95.89"
"850",2021,"Lennox and Addington","9484","9420","154.67","1457","37.01"
"851",2021,"Ottawa","57682","57292","159.36","9130","231.90"
"852",2021,"Prescott and Russell","61002","60589","163.38","9899","251.43"
"853",2021,"Renfrew","21502","21357","148.94","3181","80.80"
"854",2021,"Stormont, Dundas and Glengarry","110541","109792","159.15","17473","443.81"
"855",2021,"Algoma","1004.75","991.12","149.27","147.95","3.76"
"856",2021,"Cochrane","0","0","0","0","0"
"857",2021,"Greater Sudbury","0","0","0","0","0"
"858",2021,"Kenora","0","0","0","0","0"
"859",2021,"Manitoulin","278.04","274.27","89.63","24.58","0.62"
"860",2021,"Nipissing","171.67","169.34","173.03","29.30","0.74"
"861",2021,"Rainy River","1531.35","1510.58","140.12","211.67","5.38"
"862",2021,"Sudbury","226.44","223.37","112.70","25.17","0.64"
"863",2021,"Thunder Bay","980.52","967.23","107.24","103.72","2.63"
"864",2021,"Timiskaming","1707.23","1684.08","128.62","216.60","5.50"
"865",2022,"Brant","44855.13","44045.64","141.92","6250.77","158.78"
"866",2022,"Chatham-Kent","215058.32","211177.23","174.76","36904.80","937.43"
"867",2022,"Elgin","162607.38","159672.85","187.74","29976.30","761.44"
"868",2022,"Essex","63689.81","62540.42","168.98","10568.03","268.44"
"869",2022,"Haldimand-Norfolk","0","0","0","0","0"
"870",2022,"Hamilton","22642.62","22234","138.57","3081.06","78.26"
"871",2022,"Lambton","147917.56","145248.14","162.54","23608.08","599.68"
"872",2022,"Middlesex","217406.74","213483.27","173.19","36973.36","939.17"
"873",2022,"Niagara","30510.84","29960.22","151.63","4542.82","115.39"
"874",2022,"Oxford","131511.59","129138.24","176.47","22788.78","578.87"
"875",2022,"Bruce","78078.67","76769.22","168.37","12925.67","328.33"
"876",2022,"Dufferin","16678.52","16398.80","146.24","2398.08","60.91"
"877",2022,"Grey","34885.90","34300.83","153.51","5265.47","133.75"
"878",2022,"Halton","14952.64","14701.87","96.69","1421.48","36.11"
"879",2022,"Huron","230839.59","226968.20","175.33","39794.29","1010.83"
"880",2022,"Peel","18126.42","17822.42","120.68","2150.74","54.63"
"881",2022,"Perth","144243.54","141824.45","177.21","25132.85","638.41"
"882",2022,"Simcoe","78183.93","76872.71","144.30","11092.72","281.77"
"883",2022,"Waterloo","24820.76","24404.50","126.27","3081.66","78.28"
"884",2022,"Wellington","62790.03","61736.99","161.61","9977.03","253.43"
"885",2022,"Durham","63424.80","62701.21","173.33","10867.79","276.06"
"886",2022,"Haliburton","0","0","0","0","0"
"887",2022,"Hastings","19659.56","19435.27","143.38","2786.68","70.79"
"888",2022,"Kawartha Lakes","26829.43","26523.34","136.12","3610.46","91.71"
"889",2022,"Muskoka","0","0","0","0","0"
"890",2022,"Northumberland","33792.77","33407.23","148.01","4944.61","125.60"
"891",2022,"Parry Sound","0","0","0","0","0"
"892",2022,"Peterborough","18787.11","18572.77","100.93","1874.52","47.62"
"893",2022,"Prince Edward","16355.01","16168.42","145.44","2351.54","59.73"
"894",2022,"York","22751.32","22491.75","116.86","2628.42","66.77"
"895",2022,"Frontenac","7145.06","7059.56","118.10","833.73","21.18"
"896",2022,"Lanark","8482.54","8381.03","153.47","1286.20","32.67"
"897",2022,"Leeds and Grenville","21630.97","21372.12","131.49","2810.33","71.39"
"898",2022,"Lennox and Addington","10598.28","10471.46","126.39","1323.46","33.62"
"899",2022,"Ottawa","57550.85","56862.15","177.64","10100.85","256.58"
