Year,County,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bushels),Production ('000 tonnes)
2018,Grey,17819.03,17716.3,81.9,1450.97,39.49
2018,Halton,15287.92,15199.78,81.78,1242.97,33.83
2018,Huron,116734.9,116061.89,84.8,9841.62,267.84
2018,Peel,10529.43,10468.72,92.23,965.55,26.28
2018,Perth,81501.82,81031.94,90.13,7303.69,198.77
2018,Simcoe,45256.29,44995.37,80.97,3643.22,99.15
2018,Waterloo,13364.27,13287.22,95.56,1269.69,34.55
2018,Wellington,48496.11,48216.52,89.4,4310.39,117.31
2018,Durham,20200,20200,61.47,1250,34.02
2018,Haliburton,NA,NA,NA,0,0
2018,Hastings,4100,4100,77.61,320.29,8.72
2018,Kawartha Lakes,9800,9800,63.59,627.28,17.07
2018,Muskoka,NA,NA,NA,0,0
2018,Northumberland,13500,13500,73.5,998.77,27.18
2018,Parry Sound,NA,NA,NA,0,0
2018,Peterborough,8400,8400,67.22,568.4,15.47
2018,Prince Edward,11300,11300,74.26,844.69,22.99
2018,York,11500,11500,78.28,906.14,24.66
2018,Frontenac,809.96,805.29,70.75,56.97,1.55
2018,Lanark,303.73,301.98,49.24,14.87,0.4
2018,Leeds and Grenville,809.96,805.29,46.37,37.34,1.02
2018,Lennox and Addington,3239.82,3221.15,41.11,132.43,3.6
2018,Ottawa,17414.05,17313.66,54.19,938.2,25.53
2018,Prescott and Russell,4859.74,4831.72,59.28,286.45,7.8
2018,Renfrew,809.96,805.29,49.41,39.79,1.08
2018,"Stormont, Dundas and Glengarry",15389.16,15300.44,62.56,957.27,26.05
2018,Algoma,NA,NA,NA,0,0
2018,Cochrane,NA,NA,NA,0,0
2018,Greater Sudbury,NA,NA,NA,0,0
2018,Kenora,NA,NA,NA,0,0
2018,Manitoulin,NA,NA,NA,0,0
2018,Nipissing,500,500,64.63,32.32,0.88
2018,Rainy River,NA,NA,NA,0,0
2018,Sudbury,NA,NA,NA,0,0
2018,Thunder Bay,NA,NA,NA,0,0
2018,Timiskaming,2000,1988.47,80,159.08,4.33
2019,Brant,7700,7700,70.34,541.61,14.74
2019,Chatham-Kent,41800,41800,89.25,3730.48,101.53
2019,Elgin,14700,14700,83.62,1229.17,33.45
2019,Essex,26600,26600,55.95,1488.36,40.51
2019,Haldimand-Norfolk,27900,27900,64.71,1805.52,49.14
2019,Hamilton,7300,7300,57.55,420.08,11.43
2019,Lambton,36300,36300,64.26,2332.68,63.48
2019,Middlesex,32500,32500,85.25,2770.68,75.4
2019,Niagara,17500,17500,48.73,852.72,23.21
2019,Oxford,22700,22700,97.74,2218.7,60.38
2019,Bruce,41500,41500,85.63,3553.5,96.71
2019,Dufferin,12900,12900,70.68,911.75,24.81
2019,Grey,22300,22300,80.69,1799.4,48.97
2019,Halton,8300,8300,54.94,455.97,12.41
2019,Huron,94100,94100,88.74,8350.72,227.27
2019,Peel,10300,10300,64.28,662.08,18.02
2019,Perth,50700,50700,89.82,4554.08,123.94
2019,Simcoe,40500,40500,76.86,3112.84,84.72
2019,Waterloo,8500,8500,79.2,673.17,18.32
2019,Wellington,35500,35500,78.97,2803.38,76.29
2019,Durham,12800,12800,68.16,872.42,23.74
2019,Haliburton,0,0,0,0,0
2019,Hastings,7000,7000,48.88,342.16,9.31
2019,Kawartha Lakes,8100,8100,57.12,462.68,12.59
2019,Muskoka,0,0,0,0,0
2019,Northumberland,9000,9000,70.93,638.4,17.37
2019,Parry Sound,0,0,0,0,0
2019,Peterborough,6300,6300,54.28,341.97,9.31
2019,Prince Edward,12000,12000,57.79,693.45,18.87
2019,York,4300,4300,65.35,281.01,7.65
2019,Frontenac,2800,2800,59.81,167.47,4.56
2019,Lanark,800,800,47.46,37.97,1.03
2019,Leeds and Grenville,900,900,51.8,46.62,1.27
2019,Lennox and Addington,15900,15900,66.85,1062.9,28.93
2019,Ottawa,1500,1500,74.06,111.08,3.02
2019,Prescott and Russell,800,800,33.59,26.87,0.73
2019,Renfrew,6500,6500,84.19,547.21,14.89
2019,"Stormont, Dundas and Glengarry",2300,2300,84.27,193.83,5.28
2019,Algoma,500,500,76.5,38.25,0
2019,Cochrane,500,500,70,35,0
2019,Greater Sudbury,0,0,0,0,0
2019,Kenora,0,0,0,0,0
2019,Manitoulin,150,150,76.5,11.47,0
2019,Nipissing,0,0,0,0,0
2019,Rainy River,0,0,0,0,0
2019,Sudbury,0,0,0,0,0
2019,Thunder Bay,0,0,0,0,0
2019,Timiskaming,500,500,77,38.5,1.05
2020,Brant,8100,8087.5,74.45,602.13,16.39
2020,Chatham-Kent,127100,126903.84,87.2,11066.01,301.17
2020,Elgin,37200,37142.59,86,3194.26,86.93
2020,Essex,31700,31651.08,68,2152.27,58.57
2020,Haldimand-Norfolk,38400,38340.74,70.9,2718.36,73.98
2020,Hamilton,5300,5291.82,69,365.14,9.94
2020,Lambton,69600,69492.58,70,4864.48,132.39
2020,Middlesex,58800,58709.25,83,4872.87,132.62
2020,Niagara,13800,13778.7,60,826.72,22.5
2020,Oxford,26700,26658.79,93.9,2503.26,68.13
2020,Bruce,56700,56612.49,90,5095.12,138.67
2020,Dufferin,18400,18371.6,87.26,1603.05,43.63
2020,Grey,30300,30253.24,88,2662.28,72.45
2020,Halton,6400,6390.12,71.99,460,12.52
2020,Huron,140900,140682.54,96.39,13560.3,369.05
2020,Peel,10800,10790,78,841.62,22.9
2020,Perth,81600,81474.06,97,7902.98,215.08
2020,Simcoe,79400,79277.46,84,6659.31,181.24
2020,Waterloo,23500,23463.73,84,1970.95,53.64
2020,Wellington,60900,60806.01,89,5411.73,147.28
2020,Durham,20300,20268.67,69.5,1408.67,38.34
2020,Haliburton,0,0,0,0,0
2020,Hastings,8200,8187.34,58.9,482.23,13.12
2020,Kawartha Lakes,10500,10483.79,58.5,613.3,16.69
2020,Muskoka,0,0,0,0,0
2020,Northumberland,9000,8986.11,63.4,569.72,15.51
2020,Parry Sound,0,0,0,0,0
2020,Peterborough,9900,9884.72,55.1,544.65,14.82
2020,Prince Edward,12000,11981.48,59.3,710.5,19.34
2020,York,5000,4992.28,67,334.48,9.1
2020,Frontenac,1000,998.46,56.4,56.31,1.53
2020,Lanark,0,0,0,0,0
2020,Leeds and Grenville,2500,2496.14,50.3,125.56,3.42
2020,Lennox and Addington,4700,4692.75,60.5,283.91,7.73
2020,Ottawa,4300,4293.36,46,197.49,5.37
2020,Prescott and Russell,1400,1397.84,35,48.92,1.33
2020,Renfrew,2000,1990,55.84,111.13,3.02
2020,"Stormont, Dundas and Glengarry",5940,5930,49,290.57,7.91
2020,Algoma,500,500,84,42,1.14
2020,Cochrane,500,500,68.8,34.4,0.94
2020,Greater Sudbury,0,0,0,0,0
2020,Kenora,0,0,0,0,0
2020,Manitoulin,150,150,76.7,11.51,0.31
2020,Nipissing,0,0,0,0,0
2020,Rainy River,0,0,0,0,0
2020,Sudbury,0,0,0,0,0
2020,Thunder Bay,0,0,0,0,0
2020,Timiskaming,2900,2895.52,78.9,228.46,6.22
2021,Brant,11602.21,11622.78,88.65,1030.4,28.04
2021,Chatham-Kent,80876.76,81020.16,98.63,7990.92,217.48
2021,Elgin,29740,29792.72,98.11,2922.83,79.55
2021,Essex,68763.38,68885.3,91.37,6293.88,171.29
2021,Haldimand-Norfolk,37314.13,37380.29,89.88,3359.72,91.44
2021,Hamilton,5074.86,5083.85,97.3,494.66,13.46
2021,Lambton,93666.9,93832.98,94.19,8837.95,240.53
2021,Middlesex,108618.21,108810.79,96.48,10498.11,285.71
2021,Niagara,21059.76,21097.1,88.89,1875.25,51.04
2021,Oxford,39837.91,39908.54,99.55,3972.79,108.12
2021,Bruce,61707.45,61261.6,89.38,5475.68,149.02
2021,Dufferin,26912.62,26718.17,93.76,2505.22,68.18
2021,Grey,40368.62,40076.95,84.88,3401.91,92.58
2021,Halton,5764.78,5723.13,79.59,455.5,12.4
2021,Huron,99084.72,98368.82,95.32,9376.61,255.19
2021,Peel,10151.55,10078.2,85.38,860.45,23.42
2021,Perth,62254.91,61805.11,98.71,6100.75,166.03
2021,Simcoe,48070.47,47723.15,83.28,3974.42,108.17
2021,Waterloo,33941.35,33696.12,89.31,3009.31,81.9
2021,Wellington,68392.47,67898.33,94.73,6432.3,175.06
2021,Durham,24006.46,24406.8,73.48,1793.36,48.81
2021,Haliburton,0,0,0,0,0
2021,Hastings,9373.5,9529.82,70.12,668.27,18.19
2021,Kawartha Lakes,16533.53,16809.25,65.48,1100.72,29.96
2021,Muskoka,0,0,0,0,0
2021,Northumberland,20719.82,21065.35,67.19,1415.46,38.52
2021,Parry Sound,0,0,0,0,0
2021,Peterborough,7047.82,7165.36,68.24,488.96,13.31
2021,Prince Edward,8544.79,8687.29,64.9,563.81,15.34
2021,York,9279.14,9433.88,70.7,667,18.15
2021,Frontenac,929.8,915.5,82.84,75.84,2.06
2021,Lanark,4148.13,4084.32,78.96,322.49,8.78
2021,Leeds and Grenville,989.79,974.57,76.07,74.14,2.02
2021,Lennox and Addington,7190.94,7080.32,73.06,517.27,14.08
2021,Ottawa,3444.12,3391.14,81.95,277.9,7.56
2021,Prescott and Russell,2930.89,2885.8,95.43,275.39,7.49
2021,Renfrew,3769.46,3711.47,79.97,296.82,8.08
2021,"Stormont, Dundas and Glengarry",5438.77,5355.11,89.57,479.68,13.05
2021,Algoma,0,0,0,0,0
2021,Cochrane,0,0,0,0,0
2021,Greater Sudbury,0,0,0,0,0
2021,Kenora,0,0,0,0,0
2021,Manitoulin,0,0,0,0,0
2021,Nipissing,740.12,679.8,91.67,62.32,1.7
2021,Rainy River,0,0,0,0,0
2021,Sudbury,0,0,0,0,0
2021,Thunder Bay,0,0,0,0,0
2021,Timiskaming,3309.85,3040.12,69.71,211.92,5.77
2022,Brant,6228.74,5471.71,78.87,431.56,11.74
2022,Chatham-Kent,85129.59,74783.09,96.54,7219.39,196.48
2022,Elgin,27560.9,24211.2,91.02,2203.61,59.97
2022,Essex,49167.61,43191.86,89.79,3878.32,105.55
2022,Haldimand-Norfolk,0,0,0,0,0
2022,Hamilton,3529.62,3100.64,69.25,214.72,5.84
2022,Lambton,83427.41,73287.79,90.51,6632.98,180.52
2022,Middlesex,68353.17,60045.64,98.97,5942.85,161.74
2022,Niagara,6118.93,5375.24,64.67,347.61,9.46
2022,Oxford,31344.48,27534.93,102.73,2828.6,76.98
2022,Bruce,62251.98,58083.88,103.45,6008.97,163.54
2022,Dufferin,20128.34,18780.64,100.74,1891.88,51.49
2022,Grey,25078.47,23399.34,100.29,2346.66,63.87
2022,Halton,4894.4,4566.69,67.12,306.53,8.34
2022,Huron,127423.23,118891.57,103.91,12353.78,336.21
2022,Peel,8956.13,8356.47,84.41,705.36,19.2
2022,Perth,67316.85,62809.63,105.34,6616.62,180.07
2022,Simcoe,59132.74,55173.49,96.76,5338.62,145.29
2022,Waterloo,10505.09,9801.72,93.1,912.51,24.83
2022,Wellington,51469.88,48023.7,99.84,4794.64,130.49
2022,Durham,19939.84,18871.71,102.7,1938.22,52.75
2022,Haliburton,0,0,0,0,0
2022,Hastings,8832.84,8359.69,88.21,737.39,20.07
2022,Kawartha Lakes,16774.35,15875.78,101.78,1615.91,43.98
2022,Muskoka,0,0,0,0,0
2022,Northumberland,13960.11,13212.3,89.04,1176.36,32.02
2022,Parry Sound,16.66,15.77,0,1.22,3.33
2022,Peterborough,7470.85,7070.65,88.25,623.95,16.98
2022,Prince Edward,15424.84,14598.57,84.56,1234.43,33.6
2022,York,5334.14,5048.4,1.03,5.2,0.14
2022,Frontenac,1913.01,1732.34,70.89,122.8,3.34
2022,Lanark,2610.35,2363.81,99.15,234.36,6.38
2022,Leeds and Grenville,1875.65,1698.51,75.46,128.17,3.49
2022,Lennox and Addington,8005.37,7249.31,78.96,572.38,15.58
2022,Ottawa,6999.84,6338.74,102.65,650.66,17.71
2022,Prescott and Russell,3629.89,3287.07,73.79,242.54,6.6
2022,Renfrew,6170.19,5587.45,85.37,476.99,12.98
2022,"Stormont, Dundas and Glengarry",8766.53,7938.58,94.48,750.06,20.41
2022,Algoma,625.04,584.46,101.93,59.57,1.62
2022,Cochrane,0,0,0,0,0
2022,Greater Sudbury,0,0,0,0,0
2022,Kenora,0,0,0,0,0
2022,Manitoulin,152.65,142.74,78.29,11.17,0.3
2022,Nipissing,968.81,905.92,101.63,92.06,2.51
2022,Rainy River,507.24,474.32,86.47,41.01,1.12
2022,Sudbury,0,0,0,0,0
2022,Thunder Bay,0,0,0,0,0
2022,Timiskaming,2304.23,2154.65,84.16,181.33,4.93
2023,Brant,8232.41,7737.69,89.72,694.26,18.89
2023,Chatham-Kent,78774.34,74040.47,99.4,7359.28,200.29
2023,Elgin,42978.31,40395.57,95.9,3874.01,105.43
2023,Essex,50089.59,47079.51,93.27,4390.9,119.5
2023,Haldimand-Norfolk,43200.17,40604.09,87.87,3567.69,97.1
2023,Hamilton,11276.3,10598.66,92.51,980.44,26.68
2023,Lambton,98756.34,92821.67,94.46,8767.75,238.62
2023,Middlesex,82886.11,77905.14,96.85,7545.24,205.35
2023,Niagara,25705.93,24161.16,90.26,2180.85,59.35
2023,Oxford,36301.87,34120.34,100.48,3428.56,93.31
2023,Bruce,64635.05,61256.38,96.48,5909.87,160.84
2023,Dufferin,19008.01,18014.4,94.58,1703.81,46.37
2023,Grey,34773.69,32955.96,89.43,2947.36,80.21
2023,Halton,9596.78,9095.13,83.96,763.61,20.78
2023,Huron,106765.84,101184.86,99.6,10078.17,274.28
2023,Peel,13799.45,13078.11,95.45,1248.32,33.97
2023,Perth,70292.86,66618.43,99.06,6599.4,179.6
2023,Simcoe,62831.59,59547.18,95.99,5715.84,155.56
2023,Waterloo,22933.97,21735.14,93.06,2022.63,55.05
2023,Wellington,81657.3,77388.82,97.87,7574.31,206.14
2023,Durham,20126.31,19217.9,81.16,1559.8,42.45
2023,Haliburton,0,0,0,0,0
2023,Hastings,9426.25,9000.79,81.93,737.4,20.07
2023,Kawartha Lakes,15967.91,15247.2,80.46,1226.78,33.39
2023,Muskoka,0,0,0,0,0
2023,Northumberland,13833.93,13209.53,73.81,975.05,26.54
2023,Parry Sound,0,0,0,0,0
2023,Peterborough,6889.57,6578.61,71.82,472.44,12.86
2023,Prince Edward,10056.31,9602.41,76.85,737.91,20.08
2023,York,16978.75,16212.41,81.25,1317.21,35.85
2023,Frontenac,1278.85,1214.16,69.78,84.73,2.31
2023,Lanark,4082.49,3875.98,87.54,339.32,9.23
2023,Leeds and Grenville,388.03,368.4,59.15,21.79,0.59
2023,Lennox and Addington,2732.59,2594.36,68.11,176.71,4.81
2023,Ottawa,12269.32,11648.69,89.45,1041.98,28.36
2023,Prescott and Russell,5492.5,5214.67,75.29,392.59,10.68
2023,Renfrew,4765.63,4524.57,76.52,346.22,9.42
2023,"Stormont, Dundas and Glengarry",10397.5,9871.55,83.64,825.66,22.47
2023,Algoma,0,0,0,0,0
2023,Cochrane,0,0,0,0,0
2023,Greater Sudbury,0,0,0,0,0
2023,Kenora,0,0,0,0,0
2023,Manitoulin,2158.9,1717.92,69.01,118.56,3.23
2023,Nipissing,0,0,0,0,0
2023,Rainy River,0,0,0,0,0
2023,Sudbury,0,0,0,0,0
2023,Thunder Bay,0,0,0,0,0
2023,Timiskaming,6360.29,5061.14,46.81,236.91,6.45
2024,Brant,9060.87,8537.88,94.51,806.94,21.96
2024,Chatham-Kent,85247.73,80327.27,98.65,7924.46,215.67
2024,Elgin,38197.93,35993.17,97.63,3514.19,95.64
2024,Essex,41069.1,38698.62,93.81,3630.46,98.8
2024,Haldimand-Norfolk,43122.56,40633.55,93.63,3804.42,103.54
2024,Hamilton,9317.55,8779.75,95.43,837.89,22.8
2024,Lambton,75805.5,71430.05,93.99,6713.86,182.72
2024,Middlesex,69634.13,65614.89,99.36,6519.39,177.43
2024,Niagara,31076.84,29283.11,87.61,2565.45,69.82
2024,Oxford,31626.88,29801.39,98.3,2929.47,79.73
2024,Bruce,53387.95,48873.61,97.72,4776.06,129.98
2024,Dufferin,21786.76,19944.53,98.72,1969.02,53.59
2024,Grey,31988.91,29284.01,93.02,2724.03,74.14
2024,Halton,11655.12,10669.59,91.78,979.26,26.65
2024,Huron,82980.04,75963.47,100.83,7659.4,208.45
2024,Peel,13832.62,12662.97,92.63,1173.01,31.92
2024,Perth,62865.57,57549.82,102.76,5913.62,160.94
2024,Simcoe,69711.38,63816.77,91.9,5864.92,159.62
2024,Waterloo,24516.47,22443.43,100.18,2248.4,61.19
2024,Wellington,57558.89,52691.86,100.92,5317.62,144.72
2024,Durham,21249.93,19909.86,84.19,1676.13,45.62
2024,Haliburton,0,0,0,0,0
2024,Hastings,3595.75,3369,86.02,289.82,7.89
2024,Kawartha Lakes,15416.68,14444.47,71.23,1028.89,28
2024,Muskoka,0,0,0,0,0
2024,Northumberland,16346.34,15315.5,80.29,1229.64,33.46
2024,Parry Sound,0,0,0,0,0
2024,Peterborough,6425.72,6020.5,66.32,399.28,10.87
2024,Prince Edward,10251.52,9605.04,78.07,749.85,20.41
2024,York,15312.68,14347.03,83.75,1201.5,32.7
2024,Frontenac,0,0,0,0,0
2024,Lanark,3525.72,3109.2,86.69,269.54,7.34
2024,Leeds and Grenville,2034.37,1794.03,74.13,132.99,3.62
2024,Lennox and Addington,4017.59,3542.96,86.35,305.94,8.33
2024,Ottawa,13127.02,11576.2,89.44,1035.37,28.18
2024,Prescott and Russell,6626.47,5843.62,75.22,439.58,11.96
2024,Renfrew,5615.18,4951.81,82.19,406.97,11.08
2024,"Stormont, Dundas and Glengarry",11726.17,10340.85,88.01,910.07,24.77
2024,Algoma,0,0,0,0,0
2024,Cochrane,0,0,0,0,0
2024,Greater Sudbury,0,0,0,0,0
2024,Kenora,0,0,0,0,0
2024,Manitoulin,0,0,0,0,0
2024,Nipissing,0,0,0,0,0
2024,Rainy River,0,0,0,0,0
2024,Sudbury,0,0,0,0,0
2024,Thunder Bay,0,0,0,0,0
2024,Timiskaming,9186.04,4930.2,84.3,415.64,11.31
