x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.1,2004-01-01 00:00:00,ON,2004,1,1,-3.1,E,-5.6,E,-0.5,E,0.8,,,,,,,,,,,,0,E,21.1,E,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.2,2004-01-02 00:00:00,ON,2004,1,2,1.8,E,-3.4,E,7,,9.2,,,,,,,,,,,,0,E,16.2,E,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.3,2004-01-03 00:00:00,ON,2004,1,3,4.3,,1.8,,6.7,,0,,,,,,,,,,,,0,,13.7,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.4,2004-01-04 00:00:00,ON,2004,1,4,-4.7,,-5.3,,-4,,0.6,,,,,,,,,,,,0,,22.7,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.5,2004-01-05 00:00:00,ON,2004,1,5,-8.5,E,-9.4,E,-7.5,E,2,E,,,,,,,,,,,0,E,26.5,E,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.6,2004-01-06 00:00:00,ON,2004,1,6,-11.2,,-14.2,,-8.2,,10.8,,,,,,,,,,,,0,,29.2,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.7,2004-01-07 00:00:00,ON,2004,1,7,-14.9,,-16.6,,-13.1,,0.6,,,,,,,,,,,,0,,32.9,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.8,2004-01-08 00:00:00,ON,2004,1,8,-15.9,,-18.8,,-12.9,,0,,,,,,,,,,,,0,,33.9,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.9,2004-01-09 00:00:00,ON,2004,1,9,-23.9,,-28.5,,-19.2,,0,,,,,,,,,,,,0,,41.9,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.10,2004-01-10 00:00:00,ON,2004,1,10,-14.9,,-28.5,,-1.3,,3.4,,,,,,,,,,,,0,,32.9,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.11,2004-01-11 00:00:00,ON,2004,1,11,-8.7,,-16.5,,-0.8,,13.3,,,,,,,,,,,,0,,26.7,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.12,2004-01-12 00:00:00,ON,2004,1,12,-5.4,,-10.8,,0.1,,2.5,,,,,,,,,,,,0,,23.4,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.13,2004-01-13 00:00:00,ON,2004,1,13,-16.6,,-19,,-14.1,,0,,,,,,,,,,,,0,,34.6,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.14,2004-01-14 00:00:00,ON,2004,1,14,-23.8,,-28.3,,-19.3,,1.3,,,,,,,,,,,,0,,41.8,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.15,2004-01-15 00:00:00,ON,2004,1,15,-26.2,,-29.8,,-22.6,,0,,,,,,,,,,,,0,,44.2,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.16,2004-01-16 00:00:00,ON,2004,1,16,-20,,-27,,-12.9,,0,,,,,,,,,,,,0,,38,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.17,2004-01-17 00:00:00,ON,2004,1,17,-14.3,,-22.9,,-5.6,,2.3,,,,,,,,,,,,0,,32.3,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.18,2004-01-18 00:00:00,ON,2004,1,18,-9.5,,-12.7,,-6.2,,1.5,,,,,,,,,,,,0,,27.5,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.19,2004-01-19 00:00:00,ON,2004,1,19,-15.6,,-18.4,,-12.7,,0,,,,,,,,,,,,0,,33.6,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.20,2004-01-20 00:00:00,ON,2004,1,20,-16.4,,-21.4,,-11.4,,0,,,,,,,,,,,,0,,34.4,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.21,2004-01-21 00:00:00,ON,2004,1,21,-15,,-26.2,,-3.8,,5.2,,,,,,,,,,,,0,,33,,,,,
-80.04416666666667,45.344166666666666,PARRY SOUND CCG,6116257,6116257.2004.1.22,2004-01-22 00:00:00,ON,2004,1,22,-12.3,,-14.2,,-10.3,,1.4,,,,,,,,,,,,0,,30.3,,,,,
